BDCODTPLA,PLANO DE CONTAS,NUMERO CONTA,NOME CONTA,PARÂMETRO DA SIMULAÇÃO CORRESPONDENTE
869,869,3.1.1.03.01,FP - DESPESAS COM PESSOAL - ELEITORAIS,Despesas Operacionais
870,870,3.1.1.03.01.01,FP - Despesas com salários e ordenados - eleitorais,Folha Total
871,871,3.1.1.03.01.02,FP - Despesas com férias - eleitorais,Folha Total
872,872,3.1.1.03.01.03,FP - Despesas com 13º salário - eleitorais,Folha Total
873,873,3.1.1.03.01.04,FP - Despesas com previdência social - eleitorais,Despesas Operacionais
874,874,3.1.1.03.01.05,FP - Despesas com FGTS - eleitorais,Despesas Operacionais
875,875,3.1.1.03.01.06,FP - Despesas com PIS sobre folha de pagamento - eleitorais,Folha Total
876,876,3.1.1.03.01.07,FP - Despesas com seguro de vida de empregados - eleitorais,Despesas Operacionais
877,877,3.1.1.03.01.08,FP - Despesas com alimentação do trabalhador - eleitorais,Despesas Operacionais
878,878,3.1.1.03.01.09,FP - Despesas com auxílio-transporte - eleitorais,Despesas Operacionais
879,879,3.1.1.03.01.10,FP - Despesas com assistência médica e social - eleitorais,Despesas Operacionais
880,880,3.1.1.03.01.11,FP - Despesas com rescisão de contrato de trabalho - eleitorais,Despesas Operacionais
881,881,3.1.1.03.01.12,FP - Despesas com estagiários - eleitorais,Despesas Operacionais
882,882,3.1.1.03.01.13,FP - Despesas com outras despesas com pessoal - eleitorais,Despesas Operacionais
883,883,3.1.1.03.02,FP - DESPESAS COM ALUGUÉIS E CONDOMÍNIOS - ELEITORAIS,Despesas Operacionais
884,884,3.1.1.03.02.01,FP - Despesas com locação de bens móveis - eleitorais,Despesas Operacionais
885,885,3.1.1.03.02.02,FP - Despesas com locação de bens imóveis - eleitorais,Despesas Operacionais
886,886,3.1.1.03.02.03,FP - Despesas com taxas de condomínios - eleitorais,Despesas Operacionais
887,887,3.1.1.03.03,FP - DESPESAS COM TRANSPORTES E VIAGENS - ELEITORAIS,Despesas Operacionais
888,888,3.1.1.03.03.01,FP - Despesas com passagens aéreas - eleitorais,Despesas Operacionais
889,889,3.1.1.03.03.02,FP - Despesas com hospedagens e estadias - eleitorais,Despesas Operacionais
890,890,3.1.1.03.03.03,FP - Despesas com fretamento de aeronaves - eleitorais,Despesas Operacionais
891,891,3.1.1.03.03.04,"FP - Despesas com combustíveis, óleos e lubrificantes - eleitorais",Despesas Operacionais
892,892,3.1.1.03.03.05,FP - Despesas com transporte rodoviário de passageiros - eleitorais,Despesas Operacionais
893,893,3.1.1.03.03.06,FP - Despesas com serviços de táxi - eleitorais,Despesas Operacionais
894,894,3.1.1.03.03.07,FP - Despesas com fretes e carretos - eleitorais,Despesas Operacionais
895,895,3.1.1.03.03.08,FP - Despesas com pedágios - eleitorais,Despesas Operacionais
896,896,3.1.1.03.03.09,FP - Despesas com outras despesas com transportes e viagens - eleitorais,Despesas Operacionais
897,897,3.1.1.03.04,FP - DESPESAS COM SERVIÇOS TÉCNICO-PROFISSIONAIS - ELEITORAIS,Despesas Operacionais
898,898,3.1.1.03.04.01,FP - Despesas com serviços contábeis - eleitorais,Despesas Operacionais
899,899,3.1.1.03.04.02,FP - Despesas com serviços de informática - eleitorais,Despesas Operacionais
900,900,3.1.1.03.04.03,FP - Despesas com serviços de consultoria jurídica - eleitorais,Despesas Operacionais
901,901,3.1.1.03.04.04,FP - Despesas com encargos sociais - eleitorais,Despesas Operacionais
902,902,3.1.1.03.04.05,FP - Despesas com outros serviços técnicos e profissionais - eleitorais,Despesas Operacionais
903,903,3.1.1.03.05,FP - DESPESAS COM MATERIAL DE CONSUMO E EXPEDIENTE - ELEITORAIS,Despesas Operacionais
904,904,3.1.1.03.05.01,FP - Despesas com materiais de expediente - eleitorais,Despesas Operacionais
905,905,3.1.1.03.05.02,FP - Despesas com materiais impressos - eleitorais,Despesas Operacionais
906,906,3.1.1.03.05.03,FP - Despesas com materiais de informática - eleitorais,Despesas Operacionais
907,907,3.1.1.03.05.04,FP - Despesas com materiais de copa e cozinha - eleitorais,Despesas Operacionais
908,908,3.1.1.03.05.05,FP - Despesas com materiais de limpeza - eleitorais,Despesas Operacionais
909,909,3.1.1.03.05.06,FP - Despesas com outros materiais de consumo - eleitorais,Despesas Operacionais
910,910,3.1.1.03.06,FP - DESPESAS COM MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO - ELEITORAIS,Despesas Operacionais
911,911,3.1.1.03.06.01,FP - Despesas com materiais de divulgação destinados à comercialização - eleitorais,Despesas Operacionais
912,912,3.1.1.03.06.02,FP - Despesas com outros materiais para distribuição - eleitorais,Despesas Operacionais
913,913,3.1.1.03.07,FP - DESPESAS COM SERVIÇOS E UTILIDADES ELEITORAIS,Despesas Operacionais
914,914,3.1.1.03.07.01,FP - Despesas com energia elétrica - eleitorais,Despesas Operacionais
915,915,3.1.1.03.07.02,FP - Despesas com água e esgoto - eleitorais,Despesas Operacionais
916,916,3.1.1.03.07.03,FP - Despesas com telecomunicações e internet - eleitorais,Despesas Operacionais
917,917,3.1.1.03.07.04,FP - Despesas com serviços postais - eleitorais,Despesas Operacionais
918,918,3.1.1.03.07.05,FP - Despesas com segurança e vigilância - eleitorais,Despesas Operacionais
919,919,3.1.1.03.07.06,FP - Despesas com serviços de limpeza - eleitorais,Despesas Operacionais
920,920,3.1.1.03.07.07,"FP - Despesas com cópias, encadernações e serviços similares - eleitorais",Despesas Operacionais
921,921,3.1.1.03.07.08,FP - Despesas com serviços cartorários - eleitorais,Despesas Operacionais
922,922,3.1.1.03.07.09,FP - Despesas com outros serviços e utilidades - eleitorais,Despesas Operacionais
923,923,3.1.1.03.08,FP - DESPESAS COM TRIBUTOS - ELEITORAIS,Despesas Operacionais
924,924,3.1.1.03.08.01,FP - Despesas com IPTU - eleitorais,Despesas Operacionais
925,925,3.1.1.03.08.02,FP - Despesas com IPVA - eleitorais,Despesas Operacionais
926,926,3.1.1.03.08.03,FP - Despesas com taxas - eleitorais,Despesas Operacionais
927,927,3.1.1.03.08.04,FP - Despesas com outros tributos - eleitorais,Despesas Operacionais
928,928,3.1.1.03.09,FP - DESPESAS GERAIS - ELEITORAIS,Despesas Operacionais
929,929,3.1.1.03.09.01,FP - Despesas com assinaturas e aquisições de periódicos - eleitorais,Despesas Operacionais
930,930,3.1.1.03.09.02,FP - Despesas com publicações - eleitorais,Despesas Operacionais
931,931,3.1.1.03.09.03,FP - Despesas com seguros - eleitorais,Despesas Operacionais
932,932,3.1.1.03.09.04,"FP - Despesas com manutenção, conservação e reparos de bens - eleitorais",Despesas Operacionais
933,933,3.1.1.03.09.05,FP - Despesas judiciais - eleitorais,Despesas Operacionais
934,934,3.1.1.03.09.06,FP - Outras despesas gerais - eleitorais,Despesas Operacionais
935,935,3.1.1.03.09.07,"FP - Despesas com mensalidades, anuidades e congêneres devidos a organismos partidários internaciona",Despesas Operacionais
936,936,3.1.1.03.09.08,"FP - Despesas com alimentação, restaurantes e lanchonetes - eleitorais",Despesas Operacionais
937,937,3.1.1.03.10,FP - DESPESAS DIVERSAS - ELEITORAIS,Despesas Operacionais
938,938,3.1.1.03.10.01,FP - Despesas com rádio e televisão - eleitorais,Despesas Operacionais
939,939,3.1.1.03.10.02,FP - Despesas com instalação de comitês financeiros e de campanha - eleitorais,Despesas Operacionais
940,940,3.1.1.03.10.03,FP - Despesas com comícios e militância de rua - eleitorais,Despesas Operacionais
941,941,3.1.1.03.10.04,FP - Despesas com eventos promocionais - eleitorais,Despesas Operacionais
942,942,3.1.1.03.10.05,FP - Despesas com pesquisas e testes pré-eleitorais,Despesas Operacionais
943,943,3.1.1.03.10.06,FP - Despesas com publicidade por jornais e revistas - eleitorais,Despesas Operacionais
944,944,3.1.1.03.10.07,FP - Despesas com candidaturas - eleitorais,Despesas Operacionais
945,945,3.1.1.03.10.08,FP - Despesas com produção de audiovisuais - eleitorais,Despesas Operacionais
946,946,3.1.1.03.10.09,FP - Despesas com publicidade por carros de som - eleitorais,Despesas Operacionais
947,947,3.1.1.03.10.10,FP - Despesas com publicidade por adesivos - eleitorais,Despesas Operacionais
948,948,3.1.1.03.10.11,FP - Despesas com publicidade por materiais impressos - eleitorais,Despesas Operacionais
949,949,3.1.1.03.10.12,FP - Despesas com alistamento - eleitorais,Despesas Operacionais
950,950,3.1.1.03.10.13,FP - Despesas com eventos de promoção de candidaturas - eleitorais,Despesas Operacionais
951,951,3.1.1.03.10.14,FP - Despesas com impulsionamento de conteúdos de internet ou redes sociais - eleitorais,Despesas Operacionais
952,952,3.1.1.03.10.15,FP - Despesas com criação e inclusão de páginas na internet ou redes sociais - eleitorais,Despesas Operacionais
953,953,3.1.1.03.10.16,FP - Despesas com convenções partidárias - eleitorais,Despesas Operacionais
954,954,3.1.1.03.10.17,"FP - Despesas com produção de jingles, vinhetas e slogans - eleitorais",Despesas Operacionais
955,955,3.1.1.03.10.18,FP - Despesas com reembolso de gastos realizados por eleitores - eleitorais,Despesas Operacionais
956,956,3.1.1.03.10.19,FP - Outras despesas de campanha eleitoral,Despesas Operacionais
957,957,3.1.1.03.11,FP - DESPESAS COM ASSUNÇÃO DE DÍVIDAS DE CAMPANHA - FUNDO PARTIDÁRIO,Despesas Operacionais
958,958,3.1.1.03.11.01,FP - Despesas com assunção de dívidas de candidatos,Despesas Operacionais
959,959,3.1.1.03.11.02,FP - Despesas com assunção de dívidas de comitês financeiros,Despesas Operacionais
960,960,3.1.1.03.11.03,FP - Despesas com assunção de dívidas de diretórios partidários,Despesas Operacionais
961,961,3.1.1.03.12,FP - DESPESAS COM TRANSFERÊNCIAS EFETUADAS - RECURSOS FINANCEIROS,Despesas Operacionais
967,967,3.1.1.04,FP - DESPESAS COM ENCARGOS FINANCEIROS,Despesas Operacionais
968,968,3.1.1.04.01,FP - DESPESAS FINANCEIRAS,Despesas Operacionais
969,969,3.1.1.04.01.01,FP - Despesas com comissões e tarifas bancárias,Despesas Operacionais
970,970,3.1.1.04.01.02,FP - Despesas com aualização monetária de empréstimos e financiamentos,Despesas Operacionais
971,971,3.1.1.04.01.03,FP - Despesas financeiras com juros e multas,Despesas Operacionais
972,972,3.1.1.04.01.04,FP - Despesas financeiras com taxas de administração de financiamento coletivo,Despesas Operacionais
973,973,3.1.1.04.01.05,FP - Despesas financeiras com taxas de administração de cartões de crédito ou débito,Despesas Operacionais
974,974,3.1.1.04.01.06,FP - Outras despesas financeiras,Despesas Operacionais
975,975,3.1.1.05,FP - DESPESAS COM CRIAÇÃO E MANUTENÇÃO DE PROGRAMAS DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA D,Despesas Operacionais
976,976,3.1.1.05.01,"FP - DESPESAS COM AÇÕES, PROGRAMAS E PROJETOS - MULHERES",Despesas Operacionais
977,977,3.1.1.05.01.01,FP - Despesas com pessoal - mulheres,Despesas Operacionais
978,978,3.1.1.05.01.02,FP - Despesas com aluguéis e condomínios - mulheres,Despesas Operacionais
979,979,3.1.1.05.01.03,FP - Despesas com transportes e viagens - mulheres,Despesas Operacionais
980,980,3.1.1.05.01.04,FP - Despesas com serviços técnico-profissionais - mulheres,Despesas Operacionais
981,981,3.1.1.05.01.05,FP - Despesas com material de consumo - mulheres,Despesas Operacionais
982,982,3.1.1.05.01.06,FP - Despesas com materiais para comercialização / distribuição - mulheres,Despesas Operacionais
983,983,3.1.1.05.01.07,FP - Despesas com serviços e utilidades - mulheres,Despesas Operacionais
984,984,3.1.1.05.01.08,FP - Despesas com propaganda doutrinária e política - mulheres,Despesas Operacionais
985,985,3.1.1.05.01.09,FP - Despesas com alistamento - mulheres,Despesas Operacionais
986,986,3.1.1.05.01.10,"FP - Despesas com seminários, congressos e convenções - mulheres",Despesas Operacionais
987,987,3.1.1.05.01.11,"FP - Despesas com alimentação, restaurantes e lanchonetes - mulheres",Despesas Operacionais
988,988,3.1.1.05.01.12,FP - Despesas com pesquisas de opinião pública - mulheres,Despesas Operacionais
989,989,3.1.1.05.01.13,FP - Outras despesas para participação da mulher na política,Despesas Operacionais
990,990,3.1.1.06,FP - OUTRAS DESPESAS,Despesas Operacionais
991,991,3.1.1.06.01,"FP - DESPESAS COM DEPRECIAÇÃO, AMORTIZAÇÃO E PERDAS COM ATIVOS",Despesas Operacionais
994,994,3.1.1.06.01.03,"FP - Despesas com sinistros, roubos e outras perdas",Despesas Operacionais
995,995,3.1.1.06.01.04,FP - Despesas com depreciação,Despesas Operacionais
996,996,3.1.1.06.01.05,FP - Despesas com amortização,Despesas Operacionais
1003,1003,3.1.1.06.03,FP - DESPESAS COM MULTAS ELEITORAIS E DEVOLUÇÕES DE RECURSOS PÚBLICOS AO ERÁRIO,Despesas Operacionais
1004,1004,3.1.1.06.03.01,FP - Despesas com multas eleitorais,Despesas Operacionais
1009,1009,3.1.1.06.04,FP - DESPESAS COM ASSUNÇÃO DE OBRIGAÇÕES ORDINÁRIAS - PAGAS COM FUNDO PARTIDÁRIO,Despesas Operacionais
1010,1010,3.1.1.06.04.01,FP - Despesas com assunção de obrigações de diretórios nacionais - despesas ordinárias pagas com Fu,Despesas Operacionais
1011,1011,3.1.1.06.04.02,FP - Despesas com assunção de obrigações de diretórios estaduais - despesas ordinárias pagas com Fun,Despesas Operacionais
1012,1012,3.1.1.06.04.03,FP - Despesas com assunção de obrigações de diretórios municipais - despesas ordinárias pagas com Fu,Despesas Operacionais
1013,1013,3.1.2,OR - DESPESAS EFETUADAS COM OUTROS RECURSOS,Despesas Operacionais
1014,1014,3.1.2.01,OR - DESPESAS GERAIS E ADMINISTRATIVAS,Despesas Operacionais
1015,1015,3.1.2.01.01,OR - DESPESAS COM PESSOAL,Despesas Operacionais
1016,1016,3.1.2.01.01.01,OR - Despesas com Salários e ordenados,Folha Total
1017,1017,3.1.2.01.01.02,OR - Despesas com Férias,Folha Total
1018,1018,3.1.2.01.01.03,OR - Despesas com 13º salário,Folha Total
1019,1019,3.1.2.01.01.04,OR - Despesas com Previdência social,Despesas Operacionais
1020,1020,3.1.2.01.01.05,OR - Despesas com FGTS,Despesas Operacionais
1021,1021,3.1.2.01.01.06,OR - Despesas com PIS sobre folha de pagamento,Folha Total
1022,1022,3.1.2.01.01.07,OR - Despesas com Seguro de vida de empregados,Despesas Operacionais
1023,1023,3.1.2.01.01.08,OR - Despesas com alimentação do trabalhador,Despesas Operacionais
1024,1024,3.1.2.01.01.09,OR - Despesas com auxílio-transporte,Despesas Operacionais
1025,1025,3.1.2.01.01.10,OR - Despesas com assistência médica e social,Despesas Operacionais
1026,1026,3.1.2.01.01.11,OR - Despesas com rescisão de contrato de trabalho,Despesas Operacionais
1027,1027,3.1.2.01.01.12,OR - Despesas com Estagiários,Despesas Operacionais
1028,1028,3.1.2.01.01.13,OR - Outras despesas com pessoal,Despesas Operacionais
1029,1029,3.1.2.01.02,OR - DESPESAS COM ALUGUÉIS E CONDOMÍNIOS,Despesas Operacionais
1030,1030,3.1.2.01.02.01,OR - Despesas com Locação de bens móveis,Despesas Operacionais
1031,1031,3.1.2.01.02.02,OR - Despesas com Locação de bens imóveis,Despesas Operacionais
1032,1032,3.1.2.01.02.03,OR - Despesas com taxas de condomínios,Despesas Operacionais
1033,1033,3.1.2.01.03,OR - DESPESAS COM TRANSPORTES E VIAGENS,Despesas Operacionais
1034,1034,3.1.2.01.03.01,OR - Despesas com Passagens aéreas,Despesas Operacionais
1035,1035,3.1.2.01.03.02,OR - Despesas com Hospedagens e estadias,Despesas Operacionais
1036,1036,3.1.2.01.03.03,OR - Despesas com fretamento de aeronaves,Despesas Operacionais
1037,1037,3.1.2.01.03.04,"OR - Despesas com combustíveis, óleos e lubrificantes",Despesas Operacionais
1038,1038,3.1.2.01.03.05,OR - Despesas com Transporte rodoviário de passageiros,Despesas Operacionais
1039,1039,3.1.2.01.03.06,OR - Despesas com Serviços de táxi,Despesas Operacionais
1040,1040,3.1.2.01.03.07,OR - Despesas com Fretes e carretos,Despesas Operacionais
1041,1041,3.1.2.01.03.08,OR - Despesas com Pedágios,Despesas Operacionais
1042,1042,3.1.2.01.03.09,OR - Outras despesas com transportes e viagens,Despesas Operacionais
1043,1043,3.1.2.01.04,OR - DESPESAS COM SERVIÇOS TÉCNICO-PROFISSIONAIS,Despesas Operacionais
1044,1044,3.1.2.01.04.01,OR - Despesas com Serviços contábeis,Despesas Operacionais
1045,1045,3.1.2.01.04.02,OR - Despesas com Serviços de informática,Despesas Operacionais
1046,1046,3.1.2.01.04.03,OR - Despesas com serviços de consultoria jurídica,Despesas Operacionais
1047,1047,3.1.2.01.04.04,OR - Despesas com encargos sociais,Despesas Operacionais
1048,1048,3.1.2.01.04.05,OR - Despesas com Outros serviços técnicos e profissionais,Despesas Operacionais
1049,1049,3.1.2.01.05,OR - DESPESAS COM MATERIAL DE CONSUMO,Despesas Operacionais
1050,1050,3.1.2.01.05.01,OR - Despesas com Materiais de expediente,Despesas Operacionais
1051,1051,3.1.2.01.05.02,OR - Despesas com Materiais impressos,Despesas Operacionais
1052,1052,3.1.2.01.05.03,OR - Despesas com Materiais de informática,Despesas Operacionais
1053,1053,3.1.2.01.05.04,OR - Despesas com Materiais de copa e cozinha,Despesas Operacionais
1054,1054,3.1.2.01.05.05,OR - Despesas com Materiais de limpeza,Despesas Operacionais
1055,1055,3.1.2.01.05.06,OR - Despesas com Outros materiais de consumo,Despesas Operacionais
1056,1056,3.1.2.01.06,OR - DESPESAS COM MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,Despesas Operacionais
1057,1057,3.1.2.01.06.01,OR - Despesas com Materiais de divulgação destinados à comercialização,Despesas Operacionais
1058,1058,3.1.2.01.06.02,OR - Despesas com Outros materiais para distribuição,Despesas Operacionais
1059,1059,3.1.2.01.07,OR - DESPESAS COM SERVIÇOS E UTILIDADES,Despesas Operacionais
1060,1060,3.1.2.01.07.01,OR - Despesas com Energia elétrica,Despesas Operacionais
1061,1061,3.1.2.01.07.02,OR - Despesas com Água e esgoto,Despesas Operacionais
1062,1062,3.1.2.01.07.03,OR - Despesas com telecomunicações e internet,Despesas Operacionais
1063,1063,3.1.2.01.07.04,OR - Despesas com Serviços postais,Despesas Operacionais
1064,1064,3.1.2.01.07.05,OR - Despesas com Segurança e vigilância,Despesas Operacionais
1065,1065,3.1.2.01.07.06,OR - Despesas com Serviços de limpeza,Despesas Operacionais
1066,1066,3.1.2.01.07.07,"OR - Despesas com cópias, encadernações e serviços similares",Despesas Operacionais
1067,1067,3.1.2.01.07.08,OR - Despesas com Serviços cartorários,Despesas Operacionais
1068,1068,3.1.2.01.07.09,OR - Despesas com Outros serviços e utilidades,Despesas Operacionais
1069,1069,3.1.2.01.08,OR - DESPESAS COM TRIBUTOS,Despesas Operacionais
1070,1070,3.1.2.01.08.01,OR - Despesas com IPTU,Despesas Operacionais
1071,1071,3.1.2.01.08.02,OR - Despesas com IPVA,Despesas Operacionais
1072,1072,3.1.2.01.08.03,OR - Despesas com taxas,Despesas Operacionais
1073,1073,3.1.2.01.08.04,OR - Despesas com Outros tributos,Despesas Operacionais
1074,1074,3.1.2.01.09,OR - DESPESAS GERAIS,Despesas Operacionais
1075,1075,3.1.2.01.09.01,OR - Despesas com Assinaturas e aquisições de periódicos,Despesas Operacionais
1076,1076,3.1.2.01.09.02,OR - Despesas com publicações,Despesas Operacionais
1077,1077,3.1.2.01.09.03,OR - Despesas com Seguros,Despesas Operacionais
1078,1078,3.1.2.01.09.04,"OR - Despesas com Manutenção, conservação e reparos de bens",Despesas Operacionais
1079,1079,3.1.2.01.09.05,OR - Despesas judiciais,Despesas Operacionais
1080,1080,3.1.2.01.09.06,OR - Outras despesas gerais,Despesas Operacionais
1081,1081,3.1.2.01.09.07,"OR - Despesas com mensalidades, anuidades e congêneres devidos a organismos internacionais ",Despesas Operacionais
1082,1082,3.1.2.01.09.08,"OR - Despesas com alimentação, restaurantes e lanchonetes",Despesas Operacionais
1083,1083,3.1.2.01.10,OR - DESPESAS COM TRANSFERÊNCIAS EFETUADAS - RECURSOS FINANCEIROS,Despesas Operacionais
1087,1087,3.1.2.02,OR - DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,Despesas Operacionais
1088,1088,3.1.2.02.01,OR - DESPESAS COM PROPAGANDA INSTITUCIONAL,Despesas Operacionais
1089,1089,3.1.2.02.01.01,OR - Despesas de rádio e televisão,Despesas Operacionais
1090,1090,3.1.2.02.01.02,OR - Despesas com eventos promocionais,Despesas Operacionais
1091,1091,3.1.2.02.01.03,OR - Despesas com produções de audiovisuais,Despesas Operacionais
1092,1092,3.1.2.02.01.04,OR - Despesas com pesquisas de opinião pública,Despesas Operacionais
1093,1093,3.1.2.02.01.05,OR - Outras despesas com propaganda doutrinária e política,Despesas Operacionais
1094,1094,3.1.2.02.02,OR - DESPESAS COM CRIAÇÃO E MANUTENÇÃO DE INSTITUTO OU FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUC,Despesas Operacionais
1096,1096,3.1.2.02.03,OR - DESPESAS COM ALISTAMENTO,Despesas Operacionais
1097,1097,3.1.2.02.03.01,OR - Despesas com alistamento de filiados,Despesas Operacionais
1098,1098,3.1.2.02.04,"OR - DESPESAS COM SEMINÁRIOS, CONGRESSOS E CONVENÇÕES",Despesas Operacionais
1099,1099,3.1.2.02.04.01,OR - Despesas com seminários,Despesas Operacionais
1100,1100,3.1.2.02.04.02,OR - Despesas com congressos,Despesas Operacionais
1101,1101,3.1.2.02.04.03,OR - Despesas com convenções partidárias,Despesas Operacionais
1102,1102,3.1.2.03,OR - DESPESAS COM FINS ELEITORAIS - OUTROS RECURSOS,Despesas Operacionais
1103,1103,3.1.2.03.01,OR - DESPESAS COM PESSOAL - ELEITORAIS,Despesas Operacionais
1104,1104,3.1.2.03.01.01,OR - Despesas com salários e ordenados - eleitorais,Folha Total
1105,1105,3.1.2.03.01.02,OR - Despesas com férias - eleitorais,Folha Total
1106,1106,3.1.2.03.01.03,OR - Despesas com 13º salário - eleitorais,Folha Total
1107,1107,3.1.2.03.01.04,OR - Despesas com previdência social - eleitorais,Despesas Operacionais
1108,1108,3.1.2.03.01.05,OR - Despesas com FGTS - eleitorais,Despesas Operacionais
1109,1109,3.1.2.03.01.06,OR - Despesas com PIS sobre folha de pagamento - eleitorais,Folha Total
1110,1110,3.1.2.03.01.07,OR - Despesas com seguro de vida de empregados - eleitorais,Despesas Operacionais
